timestamp,message_id,sender,recipient,subject,sender_ip,spf,dkim,dmarc,attachment,verdict,action
2020-01-08T13:42:56Z,<1076986699c54a02@mail-vycfqjyj6ujotohbx.click>,accounts@dq8dj7sxgnette.xyz,yashvi.kale@nilgiritelecom.example,Roaming invoice overdue,198.237.110.127,fail,fail,fail,-,MALWARE,delivered
2020-01-08T19:14:13Z,<d0d4b64432054c22@partner.example>,indrajit.bansal@partner.example,miraya.gaba@nilgiritelecom.example,NOC shift handover,179.28.66.2,pass,pass,pass,-,CLEAN,delivered
2020-01-09T02:15:35Z,<68e897c26a554330@partner.example>,amira.dutta@partner.example,jiya.raj@nilgiritelecom.example,Interconnect settlement,51.155.174.148,pass,pass,pass,-,CLEAN,delivered
2020-01-10T01:13:43Z,<b81ad19f42e04d9a@mail-sfp87c4z0logtnhx6.click>,accounts@7r1znwx3nobhxi001.xyz,vardaniya.kumer@nilgiritelecom.example,Your account will be suspended,64.238.175.100,fail,fail,fail,invoice.zip,SPAM,delivered
2020-01-10T09:23:15Z,<8dc27e0cfef4420b@partner.example>,suhana.basu@partner.example,miraya.wadhwa@nilgiritelecom.example,NOC shift handover,109.160.0.79,pass,pass,pass,-,CLEAN,delivered
2020-01-11T04:26:05Z,<a1da6b41c9c24040@partner.example>,advika.chander@partner.example,shlok.chowdhury@nilgiritelecom.example,Re: tower maintenance,28.219.174.251,pass,pass,pass,-,CLEAN,delivered
2020-01-11T06:16:42Z,<991d10cd409d45d2@partner.example>,jivin.deshpande@partner.example,rati.shah@nilgiritelecom.example,Re: tower maintenance,34.124.235.232,pass,pass,pass,-,CLEAN,delivered
2020-01-11T08:04:31Z,<5ebef0d249794158@partner.example>,darshit.bhalla@partner.example,nitara.madan@nilgiritelecom.example,Interconnect settlement,176.12.150.159,pass,pass,pass,-,CLEAN,delivered
2020-01-11T22:40:27Z,<9df0333053ad46c2@partner.example>,kanav.brahmbhatt@partner.example,shanaya.loyal@nilgiritelecom.example,NOC shift handover,204.46.68.19,pass,pass,pass,-,CLEAN,delivered
2020-01-12T04:00:59Z,<16cafe68d81f4024@partner.example>,hansh.chawla@partner.example,nehmat.sridhar@nilgiritelecom.example,NOC shift handover,177.107.23.13,pass,pass,pass,-,CLEAN,delivered
2020-01-12T04:47:55Z,<5a35932a58924732@partner.example>,pranay.doshi@partner.example,aarush.kata@nilgiritelecom.example,Interconnect settlement,190.133.134.191,pass,pass,pass,-,CLEAN,delivered
2020-01-12T05:28:44Z,<59047023662e491b@partner.example>,sahil.sanghvi@partner.example,hridaan.kakar@nilgiritelecom.example,NOC shift handover,167.133.204.229,pass,pass,pass,-,CLEAN,delivered
2020-01-12T07:39:16Z,<576be0c063ea4af4@mail-o44lwfkxfcbfc1r9.top>,accounts@oaveqhc2wn9b9.top,rhea.ahluwalia@nilgiritelecom.example,Urgent: SIM KYC re-verification,152.181.11.208,fail,fail,fail,invoice.zip,MALWARE,quarantined
2020-01-12T16:51:24Z,<c8b169174cc3493f@partner.example>,vivaan.tella@partner.example,nayantara.lad@nilgiritelecom.example,Re: tower maintenance,96.169.103.11,pass,pass,pass,-,CLEAN,delivered
2020-01-13T23:06:01Z,<15d0ebf61d674c80@partner.example>,indranil.kurian@partner.example,vedika.bhatnagar@nilgiritelecom.example,Re: tower maintenance,82.212.85.217,pass,pass,pass,-,CLEAN,delivered
2020-01-14T15:01:34Z,<8f235cddf66f4d2c@mail-b30i2amt5ms.xyz>,accounts@5vst8mgy4idbyo.click,arnav.ravel@nilgiritelecom.example,Urgent: SIM KYC re-verification,54.197.197.132,fail,fail,fail,invoice.zip,PHISH,quarantined
2020-01-14T16:46:09Z,<d8f3c36adef14cea@partner.example>,samarth.dhingra@partner.example,gatik.ghosh@nilgiritelecom.example,Interconnect settlement,51.155.14.29,pass,pass,pass,-,CLEAN,delivered
2020-01-16T02:03:00Z,<50c24811913c400d@partner.example>,ryan.ghose@partner.example,inaaya..agate@nilgiritelecom.example,Interconnect settlement,40.139.68.73,pass,pass,pass,-,CLEAN,delivered
2020-01-16T04:27:15Z,<2b546cdd04724e6a@partner.example>,ryan.rao@partner.example,aaryahi.jayaraman@nilgiritelecom.example,NOC shift handover,57.118.73.157,pass,pass,pass,-,CLEAN,delivered
2020-01-16T05:31:59Z,<3e8233951e044a0e@mail-gksspl6lbkym.xyz>,accounts@jgiemp9df266i.info,lavanya.ratti@nilgiritelecom.example,Your account will be suspended,11.193.224.76,fail,fail,fail,invoice.zip,PHISH,quarantined
2020-01-16T20:20:23Z,<2d5f23af94614288@partner.example>,nayantara.atwal@partner.example,nirvi.brar@nilgiritelecom.example,NOC shift handover,197.52.11.184,pass,pass,pass,-,CLEAN,delivered
2020-01-16T21:14:55Z,<2dc03159723d4891@partner.example>,madhav.anne@partner.example,stuvan.mane@nilgiritelecom.example,Interconnect settlement,118.159.235.52,pass,pass,pass,-,CLEAN,delivered
2020-01-18T07:28:42Z,<2a4941a6b2a948bb@mail-n42ffoxut1494q.xyz>,accounts@aea3pzw5jk9.xyz,eshani.venkatesh@nilgiritelecom.example,Your account will be suspended,109.13.143.142,fail,fail,fail,-,PHISH,quarantined
2020-01-18T21:53:33Z,<8fa0402152574c69@partner.example>,vardaniya.dixit@partner.example,advika.bakshi@nilgiritelecom.example,NOC shift handover,101.52.26.71,pass,pass,pass,-,CLEAN,delivered
2020-01-19T02:13:53Z,<82d83db8eccf4acc@mail-p3mjq70dp7o8ugz.info>,accounts@uzk1aqr6ar6su8dr.click,dharmajan.andra@nilgiritelecom.example,Urgent: SIM KYC re-verification,4.75.148.184,fail,fail,fail,-,PHISH,delivered
2020-01-19T04:39:00Z,<08010be9c7534957@partner.example>,aarna.andra@partner.example,anay.sarkar@nilgiritelecom.example,Interconnect settlement,82.36.239.64,pass,pass,pass,-,CLEAN,delivered
2020-01-19T22:58:36Z,<033acdc5e04c4818@partner.example>,samaira.bora@partner.example,ela.balan@nilgiritelecom.example,Re: tower maintenance,136.105.211.47,pass,pass,pass,-,CLEAN,delivered
2020-01-20T06:08:44Z,<95b2598e1ade4ca4@partner.example>,hunar.dalal@partner.example,gokul.bobal@nilgiritelecom.example,Interconnect settlement,129.20.37.73,pass,pass,pass,-,CLEAN,delivered
2020-01-20T16:45:42Z,<3d81bd44445542ee@partner.example>,urvi.mani@partner.example,neelofar.anne@nilgiritelecom.example,NOC shift handover,30.220.206.221,pass,pass,pass,-,CLEAN,delivered
2020-01-20T17:23:50Z,<a35ac2e7f3664687@partner.example>,ayesha.ganguly@partner.example,urvi.sastry@nilgiritelecom.example,Interconnect settlement,22.217.131.173,pass,pass,pass,-,CLEAN,delivered
2020-01-20T21:06:48Z,<b9a0e8ecd6b54b49@partner.example>,azad.sodhi@partner.example,anahita.jaggi@nilgiritelecom.example,Interconnect settlement,21.66.148.146,pass,pass,pass,-,CLEAN,delivered
2020-01-21T14:55:08Z,<e756b355b7c74ec9@partner.example>,renee.ghosh@partner.example,tara.chahal@nilgiritelecom.example,Re: tower maintenance,126.19.238.116,pass,pass,pass,-,CLEAN,delivered
2020-01-22T11:17:45Z,<48e3c8c371d040fb@mail-0fnbvw0hv6sw.info>,accounts@r8o2gff2w8.info,siya.sandhu@nilgiritelecom.example,Your account will be suspended,150.6.210.204,fail,fail,fail,invoice.zip,SPAM,delivered
2020-01-22T21:45:18Z,<a6700124d3ec404e@partner.example>,vedika.soni@partner.example,diya.rao@nilgiritelecom.example,NOC shift handover,73.172.173.83,pass,pass,pass,-,CLEAN,delivered
2020-01-22T22:25:41Z,<55db73aedccf4428@partner.example>,siya.gokhale@partner.example,oorja.bahl@nilgiritelecom.example,NOC shift handover,11.232.82.182,pass,pass,pass,-,CLEAN,delivered
2020-01-23T02:18:50Z,<9eed3e37f60141f5@partner.example>,alisha.lad@partner.example,hrishita.sarraf@nilgiritelecom.example,Re: tower maintenance,14.139.152.208,pass,pass,pass,-,CLEAN,delivered
2020-01-23T07:09:20Z,<dbb4ec9db1744dba@mail-kpxh3fv7yjlola.top>,accounts@if25whnsl9v01.top,ishita.bhatnagar@nilgiritelecom.example,Your account will be suspended,180.10.181.115,fail,fail,fail,doc.html,SPAM,delivered
2020-01-24T05:05:19Z,<cab9193a18284e08@partner.example>,ishita.kapur@partner.example,raghav.mahajan@nilgiritelecom.example,NOC shift handover,163.89.35.106,pass,pass,pass,-,CLEAN,delivered
2020-01-25T02:19:10Z,<b7258cfaa250419e@mail-3olxds5qu2.click>,accounts@5grmkt298dlcc82dn3.click,inaaya..agate@nilgiritelecom.example,Roaming invoice overdue,204.68.16.251,fail,fail,fail,-,SPAM,delivered
2020-01-25T12:19:23Z,<43a79d6dd0e247f8@mail-94c1zt8287.top>,accounts@b5swqnz2x2.xyz,neysa.bhat@nilgiritelecom.example,Roaming invoice overdue,83.216.240.105,fail,fail,fail,invoice.zip,MALWARE,delivered
2020-01-25T15:41:06Z,<8d72223c9a8b4135@partner.example>,vihaan.devi@partner.example,zain.sen@nilgiritelecom.example,Interconnect settlement,46.135.213.66,pass,pass,pass,-,CLEAN,delivered
2020-01-26T13:34:08Z,<9c605d522fc64edd@partner.example>,taimur.tandon@partner.example,hunar.sunder@nilgiritelecom.example,NOC shift handover,181.187.216.5,pass,pass,pass,-,CLEAN,delivered
2020-01-26T18:10:04Z,<3eb8c5e458b34f2f@partner.example>,vihaan.kalla@partner.example,kabir.gandhi@nilgiritelecom.example,Interconnect settlement,106.82.13.183,pass,pass,pass,-,CLEAN,delivered
2020-01-27T04:10:07Z,<852d6ac33cb94d3c@mail-zzzjeiax8tttlrgf.top>,accounts@vqjcw165usb8k0.click,sahil.sahni@nilgiritelecom.example,Your account will be suspended,64.17.55.67,fail,fail,fail,doc.html,PHISH,quarantined
2020-01-28T21:35:08Z,<9150e4cf59734ead@partner.example>,amani.kaur@partner.example,sahil.ramanathan@nilgiritelecom.example,Re: tower maintenance,210.152.53.157,pass,pass,pass,-,CLEAN,delivered
2020-01-29T09:29:46Z,<f20a54e47464490e@partner.example>,umang.sundaram@partner.example,manikya.divan@nilgiritelecom.example,Re: tower maintenance,63.228.148.219,pass,pass,pass,-,CLEAN,delivered
2020-01-29T22:12:30Z,<7ef2dfaa29c3467a@partner.example>,ela.saini@partner.example,inaaya..banik@nilgiritelecom.example,Interconnect settlement,80.71.231.177,pass,pass,pass,-,CLEAN,delivered
2020-01-30T00:09:18Z,<2b2924bde7c3452c@partner.example>,oorja.mannan@partner.example,alisha.rastogi@nilgiritelecom.example,Re: tower maintenance,131.51.9.204,pass,pass,pass,-,CLEAN,delivered
2020-01-30T02:07:49Z,<7660ff5ade104d83@partner.example>,adah.kaul@partner.example,rasha.jha@nilgiritelecom.example,NOC shift handover,22.0.203.82,pass,pass,pass,-,CLEAN,delivered
2020-01-30T10:50:22Z,<6fb9a2d0040843f7@partner.example>,vaibhav.sarin@partner.example,riaan.sarma@nilgiritelecom.example,Re: tower maintenance,142.139.43.43,pass,pass,pass,-,CLEAN,delivered
2020-01-30T11:49:56Z,<40d933f240974fe4@partner.example>,reyansh.buch@partner.example,adah.ramanathan@nilgiritelecom.example,NOC shift handover,20.113.198.98,pass,pass,pass,-,CLEAN,delivered
2020-01-30T15:44:00Z,<581a9b66dc29480f@partner.example>,priyansh.rau@partner.example,samar.datta@nilgiritelecom.example,NOC shift handover,109.48.148.209,pass,pass,pass,-,CLEAN,delivered
2020-01-31T01:43:33Z,<f11cb2d3687e4de4@partner.example>,trisha.salvi@partner.example,nehmat.ahuja@nilgiritelecom.example,Re: tower maintenance,186.187.204.134,pass,pass,pass,-,CLEAN,delivered
2020-02-01T05:09:06Z,<072e5763c81f4ce4@mail-7x6yjhd3nh.click>,accounts@20m9trkcz26tvey.top,alia.dani@nilgiritelecom.example,Roaming invoice overdue,80.114.174.119,fail,fail,fail,doc.html,MALWARE,delivered
2020-02-02T11:28:50Z,<b2668bcaf2c84975@partner.example>,kartik.sule@partner.example,kiara.jain@nilgiritelecom.example,Re: tower maintenance,165.112.26.234,pass,pass,pass,-,CLEAN,delivered
2020-02-02T20:44:42Z,<36f4d72b40a74d6b@partner.example>,purab.saini@partner.example,aayush.shah@nilgiritelecom.example,Interconnect settlement,195.76.195.39,pass,pass,pass,-,CLEAN,delivered
2020-02-03T02:05:54Z,<23d612f3d1ef447f@partner.example>,darshit.tara@partner.example,ira.samra@nilgiritelecom.example,NOC shift handover,22.128.110.164,pass,pass,pass,-,CLEAN,delivered
2020-02-03T08:30:40Z,<93be087502d14d42@partner.example>,oorja.sachdev@partner.example,zoya.chatterjee@nilgiritelecom.example,Re: tower maintenance,61.68.185.118,pass,pass,pass,-,CLEAN,delivered
2020-02-03T13:51:13Z,<821c86acbb484494@partner.example>,piya.suresh@partner.example,tiya.bal@nilgiritelecom.example,NOC shift handover,183.118.46.104,pass,pass,pass,-,CLEAN,delivered
2020-02-04T01:51:01Z,<2128ceb7222f4f18@mail-2njnnl8er60q0vzs.xyz>,accounts@tptzoxsiv3gij.click,samaira.wadhwa@nilgiritelecom.example,Roaming invoice overdue,101.143.134.96,fail,fail,fail,-,SPAM,delivered
2020-02-04T03:18:32Z,<27b5d1c89a3d4e17@mail-3fnqnzrft754kk.top>,accounts@patqhokd0dpp.info,tanya.khatri@nilgiritelecom.example,Urgent: SIM KYC re-verification,93.59.217.77,fail,fail,fail,doc.html,SPAM,quarantined
2020-02-04T11:36:58Z,<76a7267781334c47@mail-hp565a2mlu5aesue.info>,accounts@85vtr6orje1j.click,abram.gour@nilgiritelecom.example,Roaming invoice overdue,102.96.32.10,fail,fail,fail,doc.html,MALWARE,delivered
2020-02-05T01:26:32Z,<d2ff805de83b4b5f@mail-tflrc4njqw1mu93i.top>,accounts@55uwnbiuh3.top,chirag.bal@nilgiritelecom.example,Your account will be suspended,188.58.139.180,fail,fail,fail,doc.html,PHISH,delivered
2020-02-05T03:58:15Z,<13cbcbee881f47ae@partner.example>,indranil.dora@partner.example,neysa.saran@nilgiritelecom.example,Re: tower maintenance,53.95.81.170,pass,pass,pass,-,CLEAN,delivered
2020-02-06T02:48:12Z,<fce2093cd7ab42da@partner.example>,oorja.korpal@partner.example,divit.kadakia@nilgiritelecom.example,Interconnect settlement,198.233.26.195,pass,pass,pass,-,CLEAN,delivered
2020-02-06T03:40:30Z,<f4e9cc29d4204157@partner.example>,prerak.karan@partner.example,hazel.dalal@nilgiritelecom.example,Interconnect settlement,26.98.253.247,pass,pass,pass,-,CLEAN,delivered
2020-02-06T19:41:14Z,<c5c5655505d74bbc@partner.example>,jayant.sibal@partner.example,reyansh.iyengar@nilgiritelecom.example,Interconnect settlement,51.81.96.229,pass,pass,pass,-,CLEAN,delivered
2020-02-06T21:45:45Z,<bcd805e9c4094720@partner.example>,nirvaan.chaudhari@partner.example,madhup.borra@nilgiritelecom.example,Re: tower maintenance,169.71.23.237,pass,pass,pass,-,CLEAN,delivered
2020-02-06T21:45:45Z,<b978903805ec40ae@mail-k4rafujdv2nnnocy.top>,accounts@0uluyxiwjyju2bbx6.xyz,stuvan.yadav@nilgiritelecom.example,Urgent: SIM KYC re-verification,169.71.23.237,fail,fail,fail,-,SPAM,delivered
2020-02-06T22:15:07Z,<8f2865312b93435f@partner.example>,inaaya..dora@partner.example,nishith.dhawan@nilgiritelecom.example,Re: tower maintenance,24.140.49.54,pass,pass,pass,-,CLEAN,delivered
2020-02-08T17:49:52Z,<3e453ae6210d4395@partner.example>,anika.vora@partner.example,aarna.buch@nilgiritelecom.example,Interconnect settlement,21.98.146.130,pass,pass,pass,-,CLEAN,delivered
2020-02-09T03:50:06Z,<69400e80ea59492b@partner.example>,bhavin.sani@partner.example,saira.buch@nilgiritelecom.example,Interconnect settlement,99.132.181.84,pass,pass,pass,-,CLEAN,delivered
2020-02-09T18:06:01Z,<31f9e0d9fde54677@partner.example>,priyansh.garde@partner.example,ela.deo@nilgiritelecom.example,Interconnect settlement,105.126.187.198,pass,pass,pass,-,CLEAN,delivered
2020-02-10T04:01:29Z,<3f3da46758be43ec@mail-nr9mrpyhsumddd.top>,accounts@j9drmtw09n33hi.info,anay.gaba@nilgiritelecom.example,Urgent: SIM KYC re-verification,201.1.67.187,fail,fail,fail,-,SPAM,quarantined
2020-02-10T07:43:27Z,<f5ced88ff79a4dc3@mail-fx3i9a8820.top>,accounts@15p8ut5ogen.click,seher.chaudhry@nilgiritelecom.example,Urgent: SIM KYC re-verification,126.14.56.25,fail,fail,fail,invoice.zip,MALWARE,quarantined
2020-02-11T13:35:50Z,<cecfdb38dcd64e4a@partner.example>,anahita.hayre@partner.example,taimur.dhaliwal@nilgiritelecom.example,NOC shift handover,94.129.26.189,pass,pass,pass,-,CLEAN,delivered
2020-02-11T15:52:04Z,<6547e9301a404ea5@mail-heyd7e2dy8tg9w87y.top>,accounts@ia7okb3vqx8nrdh8i.top,taimur.thakkar@nilgiritelecom.example,Roaming invoice overdue,201.90.196.7,fail,fail,fail,-,PHISH,delivered
2020-02-12T02:23:42Z,<238f45fa182f45c5@partner.example>,tiya.khatri@partner.example,mannat.sastry@nilgiritelecom.example,Interconnect settlement,222.250.57.161,pass,pass,pass,-,CLEAN,delivered
2020-02-12T10:54:32Z,<1e662b1d60a649a0@partner.example>,zeeshan.grewal@partner.example,nayantara.kade@nilgiritelecom.example,Interconnect settlement,168.16.243.168,pass,pass,pass,-,CLEAN,delivered
2020-02-12T19:15:51Z,<5c8d170302784ac1@mail-7yrkvcow7ayw3gqb.click>,accounts@zb60bh0spj3sgqx1w.click,jivika.acharya@nilgiritelecom.example,Your account will be suspended,144.225.251.199,fail,fail,fail,doc.html,PHISH,quarantined
2020-02-12T19:15:51Z,<d0e79e256d0148ac@partner.example>,tanya.yadav@partner.example,aaryahi.bose@nilgiritelecom.example,NOC shift handover,144.225.251.199,pass,pass,pass,-,CLEAN,delivered
2020-02-12T21:45:58Z,<509bcc85c0464573@partner.example>,manikya.mann@partner.example,sana.chaudhary@nilgiritelecom.example,Re: tower maintenance,75.43.57.139,pass,pass,pass,-,CLEAN,delivered
2020-02-12T21:45:58Z,<9ba94a75f61c4099@partner.example>,manikya.mann@partner.example,renee.mammen@nilgiritelecom.example,Interconnect settlement,75.43.57.139,pass,pass,pass,-,CLEAN,delivered
2020-02-12T21:56:56Z,<6b7f86bfc0da4385@partner.example>,madhup.sandal@partner.example,nitara.handa@nilgiritelecom.example,Interconnect settlement,194.205.177.189,pass,pass,pass,-,CLEAN,delivered
2020-02-13T05:46:53Z,<4336177bb23f454c@partner.example>,advik.ahuja@partner.example,akarsh.sathe@nilgiritelecom.example,Interconnect settlement,120.187.32.243,pass,pass,pass,-,CLEAN,delivered
2020-02-13T05:46:53Z,<4809a17f4e66443f@partner.example>,advik.ahuja@partner.example,drishya.sahni@nilgiritelecom.example,Re: tower maintenance,120.187.32.243,pass,pass,pass,-,CLEAN,delivered
2020-02-13T05:59:42Z,<94960c9399484203@partner.example>,pari.dora@partner.example,divit.bhandari@nilgiritelecom.example,NOC shift handover,102.40.108.204,pass,pass,pass,-,CLEAN,delivered
2020-02-13T11:38:52Z,<8d4f4928ddb3428c@partner.example>,yakshit.devan@partner.example,myra.ramaswamy@nilgiritelecom.example,NOC shift handover,35.5.106.115,pass,pass,pass,-,CLEAN,delivered
2020-02-14T10:27:34Z,<e6e001c3fdc84db7@partner.example>,nakul.ghose@partner.example,yasmin.reddy@nilgiritelecom.example,Interconnect settlement,188.108.204.140,pass,pass,pass,-,CLEAN,delivered
2020-02-14T10:54:58Z,<ac9c05e9abc646af@partner.example>,myra.subramanian@partner.example,yakshit.sha@nilgiritelecom.example,Interconnect settlement,101.135.205.10,pass,pass,pass,-,CLEAN,delivered
2020-02-14T17:12:34Z,<77667041d3174599@partner.example>,dhanuk.yogi@partner.example,eva.thaker@nilgiritelecom.example,Interconnect settlement,168.123.160.104,pass,pass,pass,-,CLEAN,delivered
2020-02-14T19:31:58Z,<269df26265984b3a@partner.example>,prerak.badal@partner.example,mohanlal.ramachandran@nilgiritelecom.example,NOC shift handover,130.187.130.14,pass,pass,pass,-,CLEAN,delivered
2020-02-14T22:40:32Z,<82b51932fb924d54@partner.example>,kaira.deol@partner.example,mahika.kaul@nilgiritelecom.example,Interconnect settlement,105.54.231.250,pass,pass,pass,-,CLEAN,delivered
2020-02-15T07:06:09Z,<b3f52e7c827d45c3@partner.example>,stuvan.din@partner.example,arhaan.raval@nilgiritelecom.example,NOC shift handover,174.86.134.199,pass,pass,pass,-,CLEAN,delivered
2020-02-15T12:03:24Z,<6fd2e791893a4287@mail-vvwbzyg8m7dm.xyz>,accounts@4i2vufyc70ttps.click,rhea.sachar@nilgiritelecom.example,Roaming invoice overdue,196.181.59.207,fail,fail,fail,invoice.zip,SPAM,delivered
2020-02-16T11:49:11Z,<e27ab6c9ee6b4c0a@partner.example>,seher.karan@partner.example,elakshi.sachdeva@nilgiritelecom.example,NOC shift handover,21.8.99.67,pass,pass,pass,-,CLEAN,delivered
2020-02-16T16:10:04Z,<8571c55156ff49c9@mail-3ne8y0gd9tm1iabq.info>,accounts@sveac1d337u.top,alisha.toor@nilgiritelecom.example,Your account will be suspended,217.52.181.100,fail,fail,fail,invoice.zip,MALWARE,delivered
2020-02-16T21:32:56Z,<d98733d9175045c4@partner.example>,madhup.gera@partner.example,indrans.ramakrishnan@nilgiritelecom.example,Interconnect settlement,37.133.6.70,pass,pass,pass,-,CLEAN,delivered
2020-02-18T01:30:03Z,<792f6cb6bfd34b0f@mail-s3lwoqn31ckx0obv.top>,accounts@lsga6ko11p.click,anya.sibal@nilgiritelecom.example,Roaming invoice overdue,150.55.79.140,fail,fail,fail,invoice.zip,PHISH,delivered
2020-02-18T12:52:10Z,<90e4000218fb4c2f@partner.example>,shamik.rajan@partner.example,umang.khosla@nilgiritelecom.example,NOC shift handover,22.35.52.98,pass,pass,pass,-,CLEAN,delivered
2020-02-18T21:13:10Z,<dd7167a022b64064@mail-68kytisthujova.click>,accounts@vsv5ohipww1v.info,samarth.aggarwal@nilgiritelecom.example,Urgent: SIM KYC re-verification,46.58.39.171,fail,fail,fail,doc.html,MALWARE,delivered
2020-02-19T05:11:33Z,<e5fcdbcca1df437a@mail-c20rmr8hunw.xyz>,accounts@5fer9nfdkqwmq.xyz,amani.deshpande@nilgiritelecom.example,Urgent: SIM KYC re-verification,72.210.160.47,fail,fail,fail,doc.html,MALWARE,quarantined
2020-02-19T09:32:18Z,<5da9b9e89b9d428a@partner.example>,madhav.wagle@partner.example,riaan.ganesan@nilgiritelecom.example,Re: tower maintenance,74.237.8.179,pass,pass,pass,-,CLEAN,delivered
2020-02-19T13:30:47Z,<292256dbedc64c78@partner.example>,nirvaan.ahuja@partner.example,aniruddh.karpe@nilgiritelecom.example,Re: tower maintenance,153.197.117.120,pass,pass,pass,-,CLEAN,delivered
2020-02-19T18:56:41Z,<1e1d93ac11a945d2@partner.example>,zara.ray@partner.example,aradhya.wason@nilgiritelecom.example,Interconnect settlement,112.161.118.197,pass,pass,pass,-,CLEAN,delivered
2020-02-21T11:11:49Z,<c65adcdf81494112@partner.example>,azad.bhandari@partner.example,mamooty.subramanian@nilgiritelecom.example,Re: tower maintenance,69.251.28.205,pass,pass,pass,-,CLEAN,delivered
2020-02-22T01:32:16Z,<cba88108a1204004@mail-ep4koe537ez8ncm.xyz>,accounts@yoveq5b4chy8m6n.top,pari.sawhney@nilgiritelecom.example,Urgent: SIM KYC re-verification,215.215.237.131,fail,fail,fail,doc.html,MALWARE,quarantined
2020-02-22T04:32:48Z,<9eb0c647a36c443f@partner.example>,shalv.garde@partner.example,jayesh.arya@nilgiritelecom.example,Interconnect settlement,107.43.211.227,pass,pass,pass,-,CLEAN,delivered
2020-02-22T11:07:10Z,<8918396b1ac74cf8@partner.example>,yuvraj..thaker@partner.example,ishita.barad@nilgiritelecom.example,Re: tower maintenance,77.248.55.162,pass,pass,pass,-,CLEAN,delivered
2020-02-22T18:28:36Z,<597a7c34e5624521@partner.example>,divyansh.bhargava@partner.example,rasha.saraf@nilgiritelecom.example,Interconnect settlement,197.191.175.77,pass,pass,pass,-,CLEAN,delivered
2020-02-25T00:19:49Z,<1345f1f445864538@partner.example>,jayesh.dash@partner.example,anvi.raval@nilgiritelecom.example,Re: tower maintenance,124.25.200.87,pass,pass,pass,-,CLEAN,delivered
2020-02-25T12:10:40Z,<ab38af255fa34842@partner.example>,urvi.bal@partner.example,kismat.jhaveri@nilgiritelecom.example,Interconnect settlement,109.15.148.90,pass,pass,pass,-,CLEAN,delivered
2020-02-26T00:28:18Z,<c49f87058cd44d36@partner.example>,reyansh.bajaj@partner.example,jayan.batta@nilgiritelecom.example,Interconnect settlement,138.226.58.153,pass,pass,pass,-,CLEAN,delivered
