timestamp,message_id,sender,recipient,subject,sender_ip,spf,dkim,dmarc,attachment,verdict,action
2020-01-06T10:27:28Z,<943d82b10a494485@partner.example>,prisha.maharaj@partner.example,shanaya.chahal@godavaricare.example,Ward roster,36.43.171.238,pass,pass,pass,-,CLEAN,delivered
2020-01-06T19:22:08Z,<80301a76b93d46a7@mail-7w7ftscua3p2wq.info>,accounts@i0l396iiww4.info,amira.bedi@godavaricare.example,Insurance claim rejected,21.186.189.214,fail,fail,fail,-,MALWARE,quarantined
2020-01-09T21:11:05Z,<643b683b79b541e7@partner.example>,pranay.roy@partner.example,nirvaan.zacharia@godavaricare.example,Lab result summary,108.56.138.113,pass,pass,pass,-,CLEAN,delivered
2020-01-10T05:41:17Z,<e67b2299955c40f9@partner.example>,shalv.vig@partner.example,ojas.sandal@godavaricare.example,Re: claim settlement,128.131.4.173,pass,pass,pass,-,CLEAN,delivered
2020-01-10T10:35:16Z,<941f565b813a4a8e@partner.example>,aarav.issac@partner.example,reyansh.goda@godavaricare.example,Lab result summary,100.140.115.150,pass,pass,pass,-,CLEAN,delivered
2020-01-12T03:54:53Z,<ee5ed30fe2244476@mail-te6u6x1cmxd4.xyz>,accounts@mjc16itazwz.click,aayush.seth@godavaricare.example,Password expires today,110.137.242.86,fail,fail,fail,doc.html,SPAM,delivered
2020-01-12T16:53:16Z,<15e4fca9df3c48f7@partner.example>,sumer.balasubramanian@partner.example,nayantara.jaggi@godavaricare.example,Re: claim settlement,98.28.211.58,pass,pass,pass,-,CLEAN,delivered
2020-01-12T19:21:59Z,<282ba93161c64acf@mail-yb5m4s7r4zlf.top>,accounts@pt57tcy6ts.info,vihaan.andra@godavaricare.example,Insurance claim rejected,144.142.184.41,fail,fail,fail,invoice.zip,MALWARE,delivered
2020-01-13T09:11:44Z,<982e104a341c44a6@partner.example>,vidur.grewal@partner.example,nirvi.ramanathan@godavaricare.example,Lab result summary,175.36.80.17,pass,pass,pass,-,CLEAN,delivered
2020-01-13T09:11:44Z,<42c028a63f1c49ba@partner.example>,vidur.grewal@partner.example,miraan.ramaswamy@godavaricare.example,Lab result summary,175.36.80.17,pass,pass,pass,-,CLEAN,delivered
2020-01-13T19:08:07Z,<5ef0574df1aa4b7b@mail-gs2tce84jrpr606oor.info>,accounts@y5s2tb05y2peae.info,anika.ravel@godavaricare.example,Urgent: Patient report attached,141.102.192.177,fail,fail,fail,invoice.zip,MALWARE,delivered
2020-01-16T04:40:46Z,<6bfcb26d7abe4688@partner.example>,saksham.chaudhary@partner.example,armaan.varma@godavaricare.example,Lab result summary,75.110.84.234,pass,pass,pass,-,CLEAN,delivered
2020-01-16T20:39:43Z,<065fbded00a74194@partner.example>,mamooty.bhasin@partner.example,ivan.bal@godavaricare.example,Lab result summary,208.81.154.100,pass,pass,pass,-,CLEAN,delivered
2020-01-17T14:39:40Z,<1fb31ad5db254308@mail-3s6nl7qwvgahd21ea.click>,accounts@720ljne51u6cc6z.xyz,bhamini.mall@godavaricare.example,Password expires today,166.46.10.213,fail,fail,fail,-,PHISH,delivered
2020-01-18T01:35:10Z,<e1baac7d9ff74760@partner.example>,mannat.balan@partner.example,ayesha.singh@godavaricare.example,Re: claim settlement,208.73.97.42,pass,pass,pass,-,CLEAN,delivered
2020-01-18T04:24:37Z,<bd328e5c4ad241a9@mail-7fdy4yg0lt.info>,accounts@0fvuahk65kmyupjz2w.xyz,uthkarsh.divan@godavaricare.example,Insurance claim rejected,175.12.99.59,fail,fail,fail,doc.html,PHISH,delivered
2020-01-18T05:08:33Z,<b634773d5cce4ad8@partner.example>,khushi.master@partner.example,kiaan.thaman@godavaricare.example,Ward roster,13.57.176.13,pass,pass,pass,-,CLEAN,delivered
2020-01-18T05:08:33Z,<8f3d41262ef94da3@mail-2dfd0xdzs2kgil28ew.xyz>,accounts@tew5q0astuntxdr0.top,hansh.taneja@godavaricare.example,Password expires today,13.57.176.13,fail,fail,fail,-,MALWARE,delivered
2020-01-19T08:56:35Z,<f89ee002f36b4cdd@mail-r6tbzvo2z1lw6c.info>,accounts@l1y0mjc6h5of67q.top,ayesha.gopal@godavaricare.example,Insurance claim rejected,133.91.107.157,fail,fail,fail,-,MALWARE,delivered
2020-01-20T04:25:28Z,<55e188c3ba9f4b19@partner.example>,kiara.mani@partner.example,pihu.sharaf@godavaricare.example,Lab result summary,85.253.206.147,pass,pass,pass,-,CLEAN,delivered
2020-01-20T10:23:34Z,<f191d65b00114c53@partner.example>,nehmat.suresh@partner.example,abram.bhat@godavaricare.example,Re: claim settlement,91.206.196.156,pass,pass,pass,-,CLEAN,delivered
2020-01-20T10:23:34Z,<230fdad09c764c8f@partner.example>,nehmat.suresh@partner.example,alia.bhalla@godavaricare.example,Re: claim settlement,91.206.196.156,pass,pass,pass,-,CLEAN,delivered
2020-01-20T16:00:20Z,<76abcba837ea4ca4@partner.example>,hiran.manne@partner.example,nirvaan.thaman@godavaricare.example,Re: claim settlement,148.117.142.69,pass,pass,pass,-,CLEAN,delivered
2020-01-20T16:00:20Z,<e09b7f8fd6174e96@partner.example>,hiran.manne@partner.example,indrans.dhar@godavaricare.example,Ward roster,148.117.142.69,pass,pass,pass,-,CLEAN,delivered
2020-01-20T17:27:44Z,<082bbdacc4d54f03@partner.example>,vritika.lad@partner.example,piya.mani@godavaricare.example,Ward roster,204.241.10.154,pass,pass,pass,-,CLEAN,delivered
2020-01-20T21:39:57Z,<40620a46e9fe4b33@partner.example>,kashvi.lall@partner.example,pranay.rama@godavaricare.example,Re: claim settlement,41.219.214.154,pass,pass,pass,-,CLEAN,delivered
2020-01-21T12:58:39Z,<87bc55d4af334bb1@partner.example>,mamooty.lad@partner.example,vritika.sarraf@godavaricare.example,Ward roster,48.78.196.123,pass,pass,pass,-,CLEAN,delivered
2020-01-21T13:52:04Z,<fbd0b5e094ab44d2@mail-pe7dhqo1sg3zilqrie.info>,accounts@mm9tnr1tfdfiylhf5.xyz,mohanlal.date@godavaricare.example,Urgent: Patient report attached,222.128.55.73,fail,fail,fail,-,MALWARE,delivered
2020-01-23T09:32:14Z,<61af3de7822b40ab@partner.example>,yuvraj..anand@partner.example,anika.bhardwaj@godavaricare.example,Lab result summary,85.72.25.109,pass,pass,pass,-,CLEAN,delivered
2020-01-23T10:41:47Z,<f9b01604504045a4@partner.example>,arhaan.subramaniam@partner.example,vidur.chad@godavaricare.example,Lab result summary,162.43.214.221,pass,pass,pass,-,CLEAN,delivered
2020-01-23T15:40:30Z,<7e71727703724521@partner.example>,himmat.bala@partner.example,sara.srinivasan@godavaricare.example,Ward roster,153.57.223.114,pass,pass,pass,-,CLEAN,delivered
2020-01-23T22:24:19Z,<a5f41d9a578b4615@partner.example>,tejas.mani@partner.example,emir.bala@godavaricare.example,Ward roster,45.54.28.183,pass,pass,pass,-,CLEAN,delivered
2020-01-24T01:31:10Z,<1ed7f8cbf2e543b4@mail-bq5xkbkjcmuo4mvpiv.xyz>,accounts@v3vuw0x0aci6ve5m.info,anika.verma@godavaricare.example,Password expires today,120.163.10.11,fail,fail,fail,invoice.zip,SPAM,delivered
2020-01-25T14:40:02Z,<df8317fe346f44a7@partner.example>,yakshit.kanda@partner.example,aarna.varkey@godavaricare.example,Lab result summary,179.207.248.75,pass,pass,pass,-,CLEAN,delivered
2020-01-25T15:41:06Z,<efa9b084fb684de5@partner.example>,vihaan.devi@partner.example,badal.gour@godavaricare.example,Lab result summary,46.135.213.66,pass,pass,pass,-,CLEAN,delivered
2020-01-25T20:00:07Z,<188f34fc918f4d5f@partner.example>,jayan.sule@partner.example,shlok.krishnamurthy@godavaricare.example,Lab result summary,117.82.189.33,pass,pass,pass,-,CLEAN,delivered
2020-01-26T13:13:26Z,<9ce01ef1af734cfc@mail-wggxankptp46tggxcg.info>,accounts@sxzlrmjue7raj5.info,krish.rout@godavaricare.example,Urgent: Patient report attached,2.85.59.62,fail,fail,fail,-,PHISH,quarantined
2020-01-26T17:13:57Z,<427ee3e9f6284376@partner.example>,amira.chawla@partner.example,kashvi.gera@godavaricare.example,Re: claim settlement,199.2.90.142,pass,pass,pass,-,CLEAN,delivered
2020-01-26T20:04:39Z,<6f4c3e05e114486a@partner.example>,kismat.baria@partner.example,hazel.iyengar@godavaricare.example,Lab result summary,129.164.160.44,pass,pass,pass,-,CLEAN,delivered
2020-01-27T03:29:35Z,<ec8fa17a54954bc0@partner.example>,vihaan.grewal@partner.example,sara.verma@godavaricare.example,Lab result summary,32.41.110.215,pass,pass,pass,-,CLEAN,delivered
2020-01-27T07:02:48Z,<bd7351dd89264196@partner.example>,tejas.sethi@partner.example,onkar.wable@godavaricare.example,Lab result summary,203.160.200.166,pass,pass,pass,-,CLEAN,delivered
2020-01-27T08:34:45Z,<015f591dac074a63@partner.example>,diya.sankar@partner.example,raunak.deo@godavaricare.example,Lab result summary,40.152.117.160,pass,pass,pass,-,CLEAN,delivered
2020-01-29T00:34:01Z,<61ec25a44eba4861@partner.example>,mannat.bose@partner.example,dhanush.shenoy@godavaricare.example,Ward roster,68.162.150.123,pass,pass,pass,-,CLEAN,delivered
2020-01-29T00:34:01Z,<64a0a92042214f40@mail-4jraiwhmzcw9w1s4mm.info>,accounts@na2sguw3jr1z.click,arhaan.chahal@godavaricare.example,Password expires today,68.162.150.123,fail,fail,fail,doc.html,SPAM,delivered
2020-01-29T02:41:16Z,<b86b5118c80d4b6b@partner.example>,manjari.sarkar@partner.example,anya.solanki@godavaricare.example,Ward roster,153.118.40.97,pass,pass,pass,-,CLEAN,delivered
2020-01-29T18:28:53Z,<bdc1d6c59cb14351@partner.example>,kaira.dhar@partner.example,hansh.loyal@godavaricare.example,Ward roster,53.235.154.177,pass,pass,pass,-,CLEAN,delivered
2020-01-30T04:38:52Z,<0e312b269eac4afe@partner.example>,hridaan.barad@partner.example,nakul.sane@godavaricare.example,Lab result summary,4.157.42.145,pass,pass,pass,-,CLEAN,delivered
2020-01-30T07:10:41Z,<14e0c4f37e764617@partner.example>,sara.gera@partner.example,madhav.halder@godavaricare.example,Ward roster,56.54.33.2,pass,pass,pass,-,CLEAN,delivered
2020-01-31T01:27:09Z,<8594887f662b4c87@partner.example>,jayan.mane@partner.example,riya.badami@godavaricare.example,Ward roster,168.236.128.202,pass,pass,pass,-,CLEAN,delivered
2020-01-31T18:04:59Z,<faa2f22b7cfd4993@partner.example>,aarav.sankaran@partner.example,lavanya.gaba@godavaricare.example,Ward roster,178.174.248.248,pass,pass,pass,-,CLEAN,delivered
2020-02-01T05:04:50Z,<b33b95e414b44377@partner.example>,reyansh.sule@partner.example,kashvi.chatterjee@godavaricare.example,Lab result summary,99.124.171.191,pass,pass,pass,-,CLEAN,delivered
2020-02-01T10:15:49Z,<2c43af9614eb4f54@partner.example>,elakshi.sandal@partner.example,jivika.saini@godavaricare.example,Ward roster,53.97.22.241,pass,pass,pass,-,CLEAN,delivered
2020-02-01T11:09:46Z,<66937317ccff4cd0@partner.example>,sahil.kurian@partner.example,uthkarsh.virk@godavaricare.example,Ward roster,46.60.253.29,pass,pass,pass,-,CLEAN,delivered
2020-02-02T15:03:21Z,<f018d3da820b47d9@partner.example>,ehsaan.batra@partner.example,onkar.badami@godavaricare.example,Lab result summary,40.191.56.219,pass,pass,pass,-,CLEAN,delivered
2020-02-03T14:48:50Z,<2cf0ebbd5db94421@partner.example>,nitara.chana@partner.example,akarsh.sule@godavaricare.example,Re: claim settlement,129.145.116.63,pass,pass,pass,-,CLEAN,delivered
2020-02-03T20:47:54Z,<fd8aa4bb4f154f14@partner.example>,krish.kumar@partner.example,hazel.loke@godavaricare.example,Lab result summary,191.222.176.185,pass,pass,pass,-,CLEAN,delivered
2020-02-04T00:51:23Z,<db57d312144741f4@partner.example>,akarsh.lad@partner.example,vedika.barman@godavaricare.example,Re: claim settlement,98.14.29.249,pass,pass,pass,-,CLEAN,delivered
2020-02-04T05:00:35Z,<de655f35a8cd4a4e@mail-xllm2xiic9680vtusu.xyz>,accounts@s42u0g4pdfxod2s.xyz,mannat.dube@godavaricare.example,Password expires today,150.20.251.245,fail,fail,fail,-,PHISH,delivered
2020-02-04T11:36:58Z,<f5ffdaed072643d2@partner.example>,saksham.sachar@partner.example,mishti.kapur@godavaricare.example,Ward roster,102.96.32.10,pass,pass,pass,-,CLEAN,delivered
2020-02-04T23:30:22Z,<12bbbd584d254649@partner.example>,hazel.saha@partner.example,ahana..chaudhuri@godavaricare.example,Lab result summary,138.103.14.71,pass,pass,pass,-,CLEAN,delivered
2020-02-05T04:42:18Z,<c450302febee4bdd@partner.example>,eshani.yogi@partner.example,siya.ratta@godavaricare.example,Lab result summary,188.227.218.156,pass,pass,pass,-,CLEAN,delivered
2020-02-06T03:29:58Z,<d78e6792af414431@partner.example>,indrajit.verma@partner.example,vedika.mahal@godavaricare.example,Ward roster,120.207.146.55,pass,pass,pass,-,CLEAN,delivered
2020-02-06T06:32:55Z,<d5d0326f71514a2f@partner.example>,anay.vig@partner.example,badal.anand@godavaricare.example,Lab result summary,63.168.113.232,pass,pass,pass,-,CLEAN,delivered
2020-02-06T15:30:18Z,<c9a6af367be442ba@partner.example>,anahi.konda@partner.example,nitara.mannan@godavaricare.example,Re: claim settlement,1.147.27.75,pass,pass,pass,-,CLEAN,delivered
2020-02-07T04:02:15Z,<608e9b7fccad454b@partner.example>,zeeshan.bhatti@partner.example,hridaan.sarraf@godavaricare.example,Lab result summary,41.162.195.68,pass,pass,pass,-,CLEAN,delivered
2020-02-07T05:01:02Z,<67e5b4780bad44d2@mail-4gx8rdmvg1n9o4xhjw.top>,accounts@2dkanuh26us5k2hww.click,damini.madan@godavaricare.example,Password expires today,130.62.155.51,fail,fail,fail,doc.html,SPAM,quarantined
2020-02-07T19:27:22Z,<8987227f45774ee8@partner.example>,riaan.anand@partner.example,bhavin.raj@godavaricare.example,Lab result summary,26.230.146.137,pass,pass,pass,-,CLEAN,delivered
2020-02-07T21:44:21Z,<4db0d1cedbdf4dc4@mail-9fezou6w7ba0aljf.info>,accounts@m9e8qwyo8cqvef.click,jiya.maharaj@godavaricare.example,Urgent: Patient report attached,42.231.207.231,fail,fail,fail,invoice.zip,MALWARE,delivered
2020-02-08T17:49:52Z,<a79ac47ccab04c50@partner.example>,anika.vora@partner.example,amani.mani@godavaricare.example,Lab result summary,21.98.146.130,pass,pass,pass,-,CLEAN,delivered
2020-02-08T19:19:25Z,<e12d783fa1264667@partner.example>,adah.raju@partner.example,madhav.loke@godavaricare.example,Lab result summary,56.51.46.148,pass,pass,pass,-,CLEAN,delivered
2020-02-09T03:57:07Z,<e4c37c40b5224d48@partner.example>,zain.shere@partner.example,divit.bhandari@godavaricare.example,Lab result summary,91.182.108.33,pass,pass,pass,-,CLEAN,delivered
2020-02-09T11:17:13Z,<b7e41bd70d2f460d@mail-z1qaitst00.top>,accounts@5bixt62lgrtz2cjxa.info,divit.saini@godavaricare.example,Insurance claim rejected,188.64.149.182,fail,fail,fail,invoice.zip,PHISH,delivered
2020-02-09T12:17:07Z,<45762914d63e499d@partner.example>,dhanush.shankar@partner.example,krish.ghose@godavaricare.example,Lab result summary,189.97.61.254,pass,pass,pass,-,CLEAN,delivered
2020-02-09T14:44:12Z,<39a5cbf4f252440e@partner.example>,mannat.sarma@partner.example,suhana.sarna@godavaricare.example,Re: claim settlement,7.82.53.117,pass,pass,pass,-,CLEAN,delivered
2020-02-10T08:20:08Z,<2f2f3a28bae14e44@partner.example>,jivika.talwar@partner.example,sahil.vyas@godavaricare.example,Lab result summary,126.217.225.183,pass,pass,pass,-,CLEAN,delivered
2020-02-10T13:58:04Z,<3281abbc00064568@mail-j3u8ce0pvyzyff.top>,accounts@hhrbapfnabmvjbj73j.xyz,anika.sheth@godavaricare.example,Insurance claim rejected,2.21.16.17,fail,fail,fail,invoice.zip,PHISH,delivered
2020-02-10T14:44:14Z,<df779f4d6a604f94@partner.example>,eva.singhal@partner.example,emir.tailor@godavaricare.example,Re: claim settlement,96.23.170.4,pass,pass,pass,-,CLEAN,delivered
2020-02-11T06:13:33Z,<39b751b443c643dc@partner.example>,inaaya..sarkar@partner.example,yakshit.lad@godavaricare.example,Re: claim settlement,145.152.159.188,pass,pass,pass,-,CLEAN,delivered
2020-02-11T11:58:59Z,<4fd73cee3a864427@partner.example>,navya.dara@partner.example,mehul.cherian@godavaricare.example,Ward roster,40.215.21.203,pass,pass,pass,-,CLEAN,delivered
2020-02-12T02:02:58Z,<b1d635f24c95441c@partner.example>,aarush.bajaj@partner.example,reyansh.ranganathan@godavaricare.example,Re: claim settlement,105.180.254.57,pass,pass,pass,-,CLEAN,delivered
2020-02-13T07:50:33Z,<89b0bfc0c4e04a3d@partner.example>,gokul.sharaf@partner.example,aarna.choudhry@godavaricare.example,Re: claim settlement,25.129.1.40,pass,pass,pass,-,CLEAN,delivered
2020-02-13T08:43:39Z,<ca63b452d13d45e4@partner.example>,raunak.bumb@partner.example,siya.chad@godavaricare.example,Re: claim settlement,5.27.195.84,pass,pass,pass,-,CLEAN,delivered
2020-02-13T08:57:55Z,<3c2f168ef3a04c58@partner.example>,indrajit.sangha@partner.example,yakshit.ramesh@godavaricare.example,Re: claim settlement,136.103.56.199,pass,pass,pass,-,CLEAN,delivered
2020-02-13T10:56:26Z,<5ea132ef39434bec@partner.example>,mohanlal.bhatt@partner.example,vaibhav.lanka@godavaricare.example,Re: claim settlement,78.8.191.138,pass,pass,pass,-,CLEAN,delivered
2020-02-14T11:24:57Z,<2f68e1805e9b4665@mail-tz4kxq3erpgn5n.xyz>,accounts@fa0dym25fydmy4dx.top,miraan.desai@godavaricare.example,Password expires today,204.33.13.226,fail,fail,fail,invoice.zip,SPAM,quarantined
2020-02-15T05:46:27Z,<e2c79769e5c64962@partner.example>,vritika.behl@partner.example,samar.chauhan@godavaricare.example,Ward roster,67.109.101.169,pass,pass,pass,-,CLEAN,delivered
2020-02-15T08:11:23Z,<6e496ef99fbe4568@mail-0mf9jdrexj.top>,accounts@d30mi1pqh4yp2q.click,jayant.gola@godavaricare.example,Urgent: Patient report attached,76.193.218.56,fail,fail,fail,invoice.zip,SPAM,delivered
2020-02-15T09:53:49Z,<a37def88a00a4057@mail-ww9ge2ghl0hg.info>,accounts@3pivjzni7hn5g0wsw.xyz,kimaya.sarma@godavaricare.example,Urgent: Patient report attached,13.212.250.178,fail,fail,fail,doc.html,SPAM,delivered
2020-02-15T23:11:24Z,<4053df4d2dff4739@partner.example>,zaina.bajwa@partner.example,indrajit.dhingra@godavaricare.example,Lab result summary,159.134.246.111,pass,pass,pass,-,CLEAN,delivered
2020-02-16T01:31:19Z,<4dce6c6e1c1a40ae@mail-5fhfpe4kxw3y.top>,accounts@zbnycflsenz9el4djs.info,umang.raja@godavaricare.example,Insurance claim rejected,91.185.19.232,fail,fail,fail,doc.html,PHISH,delivered
2020-02-16T21:32:56Z,<63e2d90d14fa4626@partner.example>,madhup.gera@partner.example,hazel.sinha@godavaricare.example,Ward roster,37.133.6.70,pass,pass,pass,-,CLEAN,delivered
2020-02-17T01:33:21Z,<e0ed205c01c44890@partner.example>,vardaniya.goswami@partner.example,advik.madan@godavaricare.example,Lab result summary,198.233.77.255,pass,pass,pass,-,CLEAN,delivered
2020-02-17T12:18:54Z,<be7cda175218478d@partner.example>,rhea.karnik@partner.example,manjari.gandhi@godavaricare.example,Re: claim settlement,42.209.204.206,pass,pass,pass,-,CLEAN,delivered
2020-02-18T00:02:41Z,<4ae9658993644c86@partner.example>,alisha.chawla@partner.example,manjari.dugar@godavaricare.example,Ward roster,188.162.41.10,pass,pass,pass,-,CLEAN,delivered
2020-02-18T08:21:28Z,<6e8ba873a8f24282@partner.example>,priyansh.uppal@partner.example,anika.khanna@godavaricare.example,Ward roster,62.10.253.61,pass,pass,pass,-,CLEAN,delivered
2020-02-18T12:18:12Z,<e10d893e0d8b4daf@partner.example>,ishaan.raval@partner.example,ira.sachdeva@godavaricare.example,Re: claim settlement,82.238.37.137,pass,pass,pass,-,CLEAN,delivered
2020-02-18T12:23:42Z,<2d8f469f32424860@partner.example>,alia.chawla@partner.example,shlok.saini@godavaricare.example,Lab result summary,78.158.191.190,pass,pass,pass,-,CLEAN,delivered
2020-02-18T16:39:40Z,<b26415b78a064150@mail-1im0dj96a3ubiv2v8.click>,accounts@er5ep1qv578y1.click,suhana.salvi@godavaricare.example,Insurance claim rejected,212.133.253.142,fail,fail,fail,invoice.zip,PHISH,delivered
2020-02-18T16:39:40Z,<5a6995075ec84cad@mail-63pa1c38m9mqty0bxh.info>,accounts@1d73kwfam4yi.click,prerak.sant@godavaricare.example,Urgent: Patient report attached,212.133.253.142,fail,fail,fail,-,SPAM,delivered
2020-02-19T03:42:46Z,<a31cfe562e7e4146@partner.example>,diya.bora@partner.example,madhav.banerjee@godavaricare.example,Re: claim settlement,3.202.144.40,pass,pass,pass,-,CLEAN,delivered
2020-02-19T05:08:32Z,<514417e6fe224892@partner.example>,samiha.contractor@partner.example,rasha.tata@godavaricare.example,Re: claim settlement,158.188.165.77,pass,pass,pass,-,CLEAN,delivered
2020-02-19T07:08:44Z,<35d00ae42daa46cb@mail-8hptwetw57.xyz>,accounts@dak9ulpifnd3xa.click,rohan.talwar@godavaricare.example,Password expires today,146.200.146.219,fail,fail,fail,doc.html,MALWARE,quarantined
2020-02-19T17:33:23Z,<85f9203bc4214a43@mail-lmaq5oqkdy2.top>,accounts@ido0drljqv2wjz2ntu.xyz,nakul.madan@godavaricare.example,Urgent: Patient report attached,78.108.97.108,fail,fail,fail,invoice.zip,PHISH,delivered
2020-02-19T20:23:15Z,<fe784abf8b5045ba@mail-2muu03c1tmg6pp.info>,accounts@n971dp7xizqhm7vc.info,ishaan.shenoy@godavaricare.example,Password expires today,171.237.59.17,fail,fail,fail,invoice.zip,MALWARE,delivered
2020-02-19T23:44:09Z,<fc63c18819c44d16@partner.example>,himmat.seth@partner.example,amani.rege@godavaricare.example,Ward roster,159.104.57.109,pass,pass,pass,-,CLEAN,delivered
2020-02-20T14:20:29Z,<58e8f16ae11040fd@partner.example>,ritvik.buch@partner.example,ryan.sood@godavaricare.example,Ward roster,123.45.198.176,pass,pass,pass,-,CLEAN,delivered
2020-02-20T14:34:30Z,<9e60cfd8006a40c5@partner.example>,aayush.bawa@partner.example,taimur.dey@godavaricare.example,Lab result summary,88.35.84.213,pass,pass,pass,-,CLEAN,delivered
2020-02-20T18:06:31Z,<96c17043641a4073@mail-hlzkz9wfhpk.info>,accounts@wgsoqzz26nzlbnu6.info,uthkarsh.kapoor@godavaricare.example,Urgent: Patient report attached,146.195.18.54,fail,fail,fail,-,SPAM,quarantined
2020-02-21T12:49:46Z,<dcd55b6c771244af@partner.example>,advik.gill@partner.example,eva.kapoor@godavaricare.example,Lab result summary,107.247.62.64,pass,pass,pass,-,CLEAN,delivered
2020-02-21T20:36:11Z,<b157753dbbeb4fc9@mail-4rp1hnz6ult8.xyz>,accounts@baawdn460codps.xyz,sumer.aggarwal@godavaricare.example,Urgent: Patient report attached,121.84.211.13,fail,fail,fail,-,MALWARE,delivered
2020-02-22T04:20:20Z,<a7263978d7d94cea@partner.example>,farhan.lala@partner.example,nehmat.srivastava@godavaricare.example,Re: claim settlement,97.199.126.72,pass,pass,pass,-,CLEAN,delivered
2020-02-22T04:58:44Z,<185dde0497ae4619@partner.example>,samar.lal@partner.example,myra.sibal@godavaricare.example,Re: claim settlement,137.197.132.177,pass,pass,pass,-,CLEAN,delivered
2020-02-22T06:29:57Z,<9652bc29187541b8@partner.example>,himmat.bajaj@partner.example,mamooty.mallick@godavaricare.example,Ward roster,104.106.23.161,pass,pass,pass,-,CLEAN,delivered
2020-02-22T11:07:10Z,<7324b912da394ac5@mail-7bs6rl5fu03dn45.xyz>,accounts@9np03nimqdjor9.info,krish.devan@godavaricare.example,Insurance claim rejected,77.248.55.162,fail,fail,fail,-,MALWARE,quarantined
2020-02-22T14:21:54Z,<065256be324e4556@partner.example>,stuvan.ram@partner.example,devansh.basu@godavaricare.example,Lab result summary,180.202.201.167,pass,pass,pass,-,CLEAN,delivered
2020-02-22T15:44:19Z,<423bd3cf031d4cc9@partner.example>,anya.rama@partner.example,heer.sheth@godavaricare.example,Re: claim settlement,157.128.248.202,pass,pass,pass,-,CLEAN,delivered
2020-02-23T08:27:27Z,<a9281a71df01449a@mail-lrgwuzdibvf.click>,accounts@tn630a1kssbnwtcc2.top,aarna.basak@godavaricare.example,Password expires today,7.217.239.115,fail,fail,fail,doc.html,MALWARE,delivered
2020-02-23T13:56:07Z,<9544f221acd04b50@mail-ppth7npmtid9vj.info>,accounts@xrhrof81fi98xa.click,heer.rattan@godavaricare.example,Insurance claim rejected,19.182.218.55,fail,fail,fail,doc.html,SPAM,delivered
